related_assets	subtitle	creator	supports_wyvern	youtube_url	token_id	compiler	original_creator	listing_date	Background	viewKey	rich_text	home_url	created_at	dna	last_sale	category	Name	Hat	animation_original_url	royaltyInfo	background	Details	gameId	sub_category	permalink	maxEdition	seller_fee_basis_points	visualID	timestamp	serialNumber	frame_2	arweave	total_supply	asset_url	type	owner	tags	transfer_fee_payment_token	top_ownerships	image_original_url	map	locked	product_id	license	edition_total	apiURL	success	attributes	alt-image	printableSeries	num_sales	images	imageHash	dwellers	talentNumber	transfer_fee	OG_Membership	collection	amountToMint	P Name	website	decimals	expiration	talentId	Artist	Certified	yearCreated	by	image_details	fee_recipient	nft_class	version	code_txhash	template_id	trans_bg	ipfs	updated_at	auctionLength	media	on_chain_data_url	traps	asset_size_in_bytes	index	background_color	projectLogo	code	static_image	external_url	gasless	token_hash_content	chainId	svg	shortName	ID	edition	animation_url	orders	image_preview_url	author	copyright	lock	contract	babl	bitmarkID	legal	iframe_url	arweave_tx	metadata_standard	artist_website	rarity	Gen	artist	year	collaborators	hash	artistRoyaltyInfo	tokenid	asset_contract	fiatPrice	ethPrice	location	_id	Collection	frame_1	libraries	resellable	video	Fur	url	nft_id	project	cardNumber	uuid	unlockable_content	result	UDID	hashes	contractAddress	image_url	items	fingerprint	seller_fee_bais_points	auction_details	audio	entrance	ownership	base	arweave_uri	atributes	trade_shares	__v	created_by	auctions	assetId	Eyes	hifi_media	embed_url	birthday	playable	animation_details	display_name	edition_number	tokenIndex	token_hash	externalUrl	avatar_url	metadata	media_type	artist_address	mimeType	name	file_key	dependencies	exit_connections	language	platform	Clothes	external url	id	image_thumbnail_url	$schema	nft_contract_address	tokenID	aspect_ratio	createdOn	properties	license_url	edition_name	forSale	external_link	IPFS Storage Power	mintedOn	meta	numAvailable	createdBy	env	is_presale	sell_orders	image_data	minted	$id	thumbnail	Alpha Score	files	collection_name	createdAt	exists	data	highest_buyer_commitment	top_bid	animation	uniqueComboId	room_count	card_id	script_type	symbol	date	auctionType	preview_images	visibility	asset_type	original_url	secondary_image	number	artwork_metadata_urls	level	traits	imageUrl	external_url_nil	network	minter	userID	image	token_metadata	Mouth	contents	error	artwork_download_url	address	description	title	updatedAt	mediaType	price	ipfs_image	image_no_bg_url	lineart	token_uri	biome	royalty_amount	payout_address	copyright_transfer	tokenId
																																																value,trait_type										0xb194F007c8cf2fA0E073385af2A26EdF6B6b7D50																																																																																																																	Alienoids#207																																																														https://ipfs.infura.io/ipfs/QmVXLTRrGNwd96U1XFwdQgFBoKpQAxq2ThKjnrnHhHECEz							Alienoids 													207
																																																value,trait_type										0x550FbEf564CA886f69C38c731940609382F92971											{'bytes': 2058352, 'format': 'JPEG', 'sha256': '6072bab4dabef9c4a6f7ca42b8a5e58ea8620ceafbbf6bd62fac82c081e666cb', 'width': 2143, 'height': 3000}																																																																						https://arweave.net/E212QOt6YQ5LVwvLZYvd6Y_ue6RxmKwAvixwX23kVvg													Emily Swift																			MISFITS #1																																																														https://arweave.net/E212QOt6YQ5LVwvLZYvd6Y_ue6RxmKwAvixwX23kVvg							As an arti													1
																																																value,trait_type										0x4eFadfF2c961102d9B3296B0E42CE3786B5d6d7d																																																																																																																	KillerCats #0																																																														ipfs://QmXJsEzGcjS115hwHVDb7xoS8CMeKzy4dFNf4dpL7j2KKV/0.jpg							The Yakuza													0
																																																										0xc364D2f36439A6c6c939e0b518196dE1554eB05A																																																																																																																																																																																																			100
																																																value,trait_type										0xBFb2997F9551DC729ee5301757Dd373BE42f75A2																														https://chainrings.art/generator/1010								https://chainrings.art/generator/1010																			0x35d5f5d07f1d289e6f0b5dc1a55e8d7ce184fd004a53c3a199ad30d40e6707ef																																																								ChainRing - #1010													1																															p5js																		https://ipfs.infura.io/ipfs/QmUGsGVM2j5z1oP7QJzPMDdhTskxovdD4w97S3PEMQm7NG							ChainRings								https://chainrings.art/api/token/1010					1010
																																																										0x2dbe8b9b0D31aeAdf1Aafb823D859623A237fabA																																																																																																																	Chaos Crystal #2																																																														https://gateway.pinata.cloud/ipfs/QmUs6ZsaZCxJuGFBY3aSBoTgGm3vBMTe8X8KNQJohRbc7V							A Chaos Cr													2
																																																value,trait_type										0x88a88475D6eA6e1B82bd508a659AC73D198353b5																																																																																																																	#1 – PIETRO																																																														ipfs://QmPJkJ32umEKyqTg3aCk88qUWjUCDURmx5qnzw1YpWbVAU/1.jpg							Pietro was													1
																																																										0x0fF10E92C5f3d97439c42feC37d3f84dE97d7790																														https://corite.com																																																																																			Placeholder - Corite x Emery Kelly																																																														https://chromia.net/oe/eth/0x0ff10e92c5f3d97439c42fec37d3f84de97d7790/placeholder/image.png							This is a 													0
																																																										0x73593aCb6cc8B47D744665d0445D1Bb2619806BC																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1626117654/Max/TomYooJuly/1._Jeezus_FINAL_jxeldt.mp4																																																																											Jeezus #7/20																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1626117654/Max/TomYooJuly/1._Jeezus_FINAL_jxeldt.png							Jeezus by 													64300010007
																																																										0x05c1803ca6b13Eb796e8eCA6303730a9908d6389																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1614048234/A/Ozuna/Ositos_4_jkzmqm.mp4																																																																											Ositos 4 #23/80																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1614048234/A/Ozuna/Ositos_4_jkzmqm.png							Ositos 4													12000010023
																																																value,trait_type,display_type,max_value										0xB8ee82c48f2cB4F89105A61903B7e48642931c19																										f2f2f2				https://boogie-woogie.io/print/10000001																																																																																			#10000001																																																														https://arweave.net/SJzBi2d5QEUWK6Va9DRj8z1oiWu18zPbp79rcAA8NA0							Boogie-Woo													10000001
																																																value,trait_type										0xD98827Cad6c190ECC5Bff92CDCEaE8b167f468C2																																																																																																																	Long Neckie Women of the Year by Nyla Hayes																																																														ipfs://QmaWFCbHxczxEoxuSzuo9yotTXBqgSRwM4cCNsCX9zqVkc							Your TIMEP													0
																																																value,trait_type										0x76D2C3B7828Bcdb74B36E67214c1FE4F2C61fF8C																														https://www.creatokia.com/en/s/the-key-to-creatokia																																																																																			Lead																																																														https://images.creatokia.com/55105_COVER_ARTWORK.mp4							Unlock the													1112
																																																										0xdd67892E722bE69909d7c285dB572852d5F8897C																																																																																																																	Scholarz																																																														ipfs://QmWdXpCjWdvcbQ4t4SQ6AV7W8MA9RKQRrHaS4Z8m3DMubw																				1
																																																value,trait_type										0x322495557cDE7Ee542cA0dfC018704f915011e8a																																																																																																																	Kaiju Queens #1								1																																																						https://ipfs.io/ipfs/QmYhafb2g57MynySkSR3uqd6hZEMAMRbKzuyAeNpTpWCPY/1.png																				1
																																																										0x918C2c77408F2581c874f02c4fCc819bD07a10fe																																																																																																																																																																																																			48
																																																value,trait_type										0x8c3B720Dd4B6cE8AD25856b9fE54745d0f79f02D																														https://www.gondolagang.io																																																																																			Gondola #170																																																														https://ipfs.io/ipfs/Qma7qvg93jxAVYYYcvn1DqF6YUd3KB9kHBKY7RqYNxrN2y							Gondolas a													170
														[3, 29, 0, 17, 0, 4, 0, 0, 0, 0, 0, '0', 0, 19, 0]																																		value,trait_type										0x1B9C25b806d6215B1E7E140B82526c86002a0415																																					1	https://crypto-samurais.s3.amazonaws.com/PeaceAnthem15.wav																																																																											Haruto Yukimura																																																														https://crypto-samurais.s3.amazonaws.com/1.png							Crypto is 													1
																																																value,trait_type										0x40D1587cB0BD9E2BCF7ab16c857D9A9FD881d445																																																																																																																	Joint #1024																																																														https://gateway.pinata.cloud/ipfs/QmQQG9MV462GpUFBDjaE7De7YRx21KfkDtHXHZFiae86Pg							High Club 													1024
																																																										0xeeB9247a2d11ed4032125656a4B75dAADFEFaF79																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1614797614/Max/alexisc/Grandad_-_Alexis_Christodoulou_g8mktp.mp4																																																																											Grandad #1/1																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1614797614/Max/alexisc/Grandad_-_Alexis_Christodoulou_g8mktp.png							Grandad By													29700020001
																																																										0xfC6E5aD2c3080ae37Db93326f3302b887a7bc628																																																																																																																	Lil Baby Cool Kat #1																																																														https://gateway.pinata.cloud/ipfs/QmNuz54hu1BCdNFwg1XSTeYQwXMFhwwH9sT3Wi5EkRbnpP																				0
																																																										0xECe879FFCF893CDFcE3cAfd067888D37456E1EdA																										FFFFFF				https://yellowfellows.io/																																																																																			YellowFellow #1																																																														https://yellowfellows.io/nfts/reveal.gif							Yellow fel													1
																																																										0xf81a93cb2b17aFF0433A80A559D91272b482f214																																																																																																																																																																																																			0
																																																										0xDb4a62D58220db3C23d63C7887Fb7b9208018425																										ffffff				https://niftygateway.com/#/																																																																																			Skin Deep #15/150																																																														https://res.cloudinary.com/nifty-gateway/image/upload/v1614317496/AMatthew/MankindMarch6/SkinDeep_Mankind_-_Rhett___Mankind_tm8iby.jpg							Skin Deep 													13100010015
						HashLips Art Engine								a9380fb8bc7c0f728d6da28e68d6e61dba161897																																		value,trait_type										0x231D3b61CB5B66ffdF5Cfcc4655DA31ACcad400F																																					1																																																																												Edgelon NFT #1																																														1636857979859																ipfs://QmdDBM78XYUJNjbvoxNSwfVRjGVR9PgLFRYEVRJygxUeA8/1.png							The Edgies													1
																																																value,trait_type										0xbB0522765b782D6699E9050107853b6dF68da329																																																																																																																	French Bulldog #13																																																														https://storage.googleapis.com/charitypops/Cards/Animal%20rescue/french%20bulldog%20(%20GoodPop%20)/1-200/french%20bulldog%20cards-L3-13.jpg							French Bul													114
																																																value,trait_type										0x56BCA42b1AA0927f1332CbBDf4Ae7e01d5C500B9																																																																																																																	Lazy Sloth #103																																																														ipfs://QmVbVZBG8QiRu7Xu6JYF4iJFCkUiQUE2DZUY33KEDU6rXi							The Lazy S													103
																																																										0xd2B3b1753E96A7578DFA5b5A7ea65d2fcd0D92bb																																																																																																																																																																																																			111
																																																										0x13939eb2150bA8EC9e8C828fdA355124F142309C																																																																																																																																																																																																			36
																																																										0x7DdC7FdAA0Ab2173c8270a599e8035d9E79e5a1C																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1614700170/Max/Godz/1_iuk96v.mp4																																																																											shapeshift #6/73																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1614700170/Max/Godz/1_iuk96v.png							shapeshift													13600010006
																																																										0x1978Ff95E0d6BdEe52420feF27A4391814dEEcfF																																																																																																																	Drool Ghost #0																																																														data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgdmlld0JveD0iMCAwIDMyMCAzMjAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgc2hhcGUtcmVuZGVyaW5nPSJjcmlzcEVkZ2VzIj48cmVjdCB3aWR0aD0iMTAwJSIgaGVpZ2h0PSIxMDAlIiBmaWxsPSIjNkY5NEE1IiAvPjxyZWN0IHdpZHRoPSI2MCIgaGVpZ2h0PSIxMCIgeD0iMTIwIiB5PSI1MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMjAiIGhlaWdodD0iMTAiIHg9IjEwMCIgeT0iNjAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjYwIiBoZWlnaHQ9IjEwIiB4PSIxMjAiIHk9IjYwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIyMCIgaGVpZ2h0PSIxMCIgeD0iMTgwIiB5PSI2MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjkwIiB5PSI3MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAwIiBoZWlnaHQ9IjEwIiB4PSIxMDAiIHk9IjcwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMjAwIiB5PSI3MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSI4MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTIwIiBoZWlnaHQ9IjEwIiB4PSI5MCIgeT0iODAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyMTAiIHk9IjgwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjkwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMjAiIGhlaWdodD0iMTAiIHg9IjkwIiB5PSI5MCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjIxMCIgeT0iOTAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSI3MCIgeT0iMTAwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIzMCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjEwMCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjExMCIgeT0iMTAwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIzMCIgaGVpZ2h0PSIxMCIgeD0iMTIwIiB5PSIxMDAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIxNTAiIHk9IjEwMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iNjAiIGhlaWdodD0iMTAiIHg9IjE2MCIgeT0iMTAwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMjIwIiB5PSIxMDAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSI3MCIgeT0iMTEwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxNDAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSIxMTAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyMjAiIHk9IjExMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjcwIiB5PSIxMjAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjE0MCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjEyMCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjIyMCIgeT0iMTIwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iNzAiIHk9IjEzMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iNTAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSIxMzAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjIwIiBoZWlnaHQ9IjEwIiB4PSIxMzAiIHk9IjEzMCIgZmlsbD0iIzAwRTZGRiIgLz48cmVjdCB3aWR0aD0iNzAiIGhlaWdodD0iMTAiIHg9IjE1MCIgeT0iMTMwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMjIwIiB5PSIxMzAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSI3MCIgeT0iMTQwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSI2MCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjE0MCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjE0MCIgeT0iMTQwIiBmaWxsPSIjMDBFNkZGIiAvPjxyZWN0IHdpZHRoPSI3MCIgaGVpZ2h0PSIxMCIgeD0iMTUwIiB5PSIxNDAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyMjAiIHk9IjE0MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjcwIiB5PSIxNTAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjYwIiBoZWlnaHQ9IjEwIiB4PSI4MCIgeT0iMTUwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IGlkPSJhbmltYXRlZDEiIHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMTQwIiB5PSIxNTAiIGZpbGw9IiMwMEU2RkYiPjxhbmltYXRlIGNhbGNNb2RlPSJkaXNjcmV0ZSIgYXR0cmlidXRlTmFtZT0iaGVpZ2h0IiB2YWx1ZXM9IjEwOyAxMDsgMTA7IDIwOyAzMDsgMjA7IDEwOyIgIGR1cj0iMS41cyIgcmVwZWF0Q291bnQ9ImluZGVmaW5pdGUiIC8+PC9yZWN0PjxyZWN0IHdpZHRoPSI3MCIgaGVpZ2h0PSIxMCIgeD0iMTUwIiB5PSIxNTAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyMjAiIHk9IjE1MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjcwIiB5PSIxNjAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjE0MCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjE2MCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjIyMCIgeT0iMTYwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iNzAiIHk9IjE3MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTUwIiBoZWlnaHQ9IjEwIiB4PSI4MCIgeT0iMTcwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMjMwIiB5PSIxNzAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSI3MCIgeT0iMTgwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxNTAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSIxODAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyMzAiIHk9IjE4MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjcwIiB5PSIxOTAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjE1MCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjE5MCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjIzMCIgeT0iMTkwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iNzAiIHk9IjIwMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTYwIiBoZWlnaHQ9IjEwIiB4PSI4MCIgeT0iMjAwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iMjQwIiB5PSIyMDAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSI3MCIgeT0iMjEwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxNjAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSIyMTAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjEwIiBoZWlnaHQ9IjEwIiB4PSIyNDAiIHk9IjIxMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjgwIiB5PSIyMjAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjE1MCIgaGVpZ2h0PSIxMCIgeD0iOTAiIHk9IjIyMCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMTAiIGhlaWdodD0iMTAiIHg9IjI0MCIgeT0iMjIwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIxMCIgaGVpZ2h0PSIxMCIgeD0iODAiIHk9IjIzMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMzAiIGhlaWdodD0iMTAiIHg9IjkwIiB5PSIyMzAiIGZpbGw9IiNFRUY2RkYiIC8+PHJlY3Qgd2lkdGg9IjIwIiBoZWlnaHQ9IjEwIiB4PSIxMjAiIHk9IjIzMCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMzAiIGhlaWdodD0iMTAiIHg9IjE0MCIgeT0iMjMwIiBmaWxsPSIjRUVGNkZGIiAvPjxyZWN0IHdpZHRoPSIyMCIgaGVpZ2h0PSIxMCIgeD0iMTcwIiB5PSIyMzAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjMwIiBoZWlnaHQ9IjEwIiB4PSIxOTAiIHk9IjIzMCIgZmlsbD0iI0VFRjZGRiIgLz48cmVjdCB3aWR0aD0iMjAiIGhlaWdodD0iMTAiIHg9IjIyMCIgeT0iMjMwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIzMCIgaGVpZ2h0PSIxMCIgeD0iOTAiIHk9IjI0MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMzAiIGhlaWdodD0iMTAiIHg9IjE0MCIgeT0iMjQwIiBmaWxsPSIjMDAwMDAwIiAvPjxyZWN0IHdpZHRoPSIzMCIgaGVpZ2h0PSIxMCIgeD0iMTkwIiB5PSIyNDAiIGZpbGw9IiMwMDAwMDAiIC8+PHJlY3Qgd2lkdGg9IjkwIiBoZWlnaHQ9IjEwIiB4PSIxMTAiIHk9IjI2MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iMTEwIiBoZWlnaHQ9IjEwIiB4PSIxMDAiIHk9IjI3MCIgZmlsbD0iIzAwMDAwMCIgLz48cmVjdCB3aWR0aD0iOTAiIGhlaWdodD0iMTAiIHg9IjExMCIgeT0iMjgwIiBmaWxsPSIjMDAwMDAwIiAvPjx1c2UgaHJlZj0iI2FuaW1hdGVkMSIvPjwvc3ZnPg==							Drools & P													0
																																																										0x11ED3833a92d53f90Bf1a641189eD7adee9EfFE0																																																																																																																																																																															ipfs://QmT8CRhHkKUtof2hsPLAL5hNzP86GJwfeTmxJ6hYxUSDrq/hidden.png							This image													1
																																																value,trait_type										0xfDE8bC5C5f7A32cFc719601bCe21519E2338973d																																																																																																																	Glass Galaxy #125																																																														ipfs://QmQZAAPquyDUKHwgkZNhhebYKfjHhjjL4J2CMirDmQN8Xa/125.png							Glass Gala													125
																																																										0xBc719D5aB806aeA1BFEc34F30394f99f6da57209																																																																																																																	GENTLEMAN																																																														ipfs://QmV3VY5UQVF3ecq3CSviVphKQrt1UK98xd3VDY8VJR6ieF/hidden.gif							NOT REVEAL													10
																																																value,trait_type										0x9eEeAF684E228C2D5C89435e010acC02c41Dc86B																														https://bricktopians.com								https://bricktopians.com/bricks/Loadtopian.mp4																																																																											Bricktopians edition #1																																																														https://bricktopians.com/bricks/Loadtopian.jpg							Prereveal 													1
																																																value,trait_type,display_type										0x810916A2f5820AE696c34C6E4D2BaFc5A4b1da77																																						https://cdn.digination.io/metadata/ethereum/digiavatar/0.glb																																																																											DigiAvatar #0																			https://digiavatar.digination.io/token/0																																											https://cdn.digination.io/metadata/ethereum/digiavatar/0.png							DigiAvatar													0
																																																value,trait_type,display_type										0x930d6c50fc119Ce0838084bA255Bc8729d4b167a																														https://cryptounicorns.xyz																																																																																			The Gemini Twins																																																														https://firebasestorage.googleapis.com/v0/b/crypto-unicorns.appspot.com/o/24_The%20Twins.png?alt=media&token=078d1359-94c9-43cd-b99c-c4c67b9938d7							Facebook i													24
																																																value,trait_type										0x3F91d36C222Bb19737495Cc8A39652712cC9EE3a																																																																																																																	120								120																																																						https://boredaxieyachtclub.com/images/assets/id120.png							Forbidden 													120
																																																										0x12EAD3396dF7e868398FA27bC60f62aD3B5A184E																																																																																																																																																																																																			1305
																																																										0x98643B89b13AcEbAF93bfA8D099e113749c8B5d7																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1614310659/AMatthew/JonBurgermanMarch4/Open%20ed%201/Gummie_mycclv.mp4																																																																											Gummie #6/109																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1614310659/AMatthew/JonBurgermanMarch4/Open%20ed%201/Gummie_mycclv.png							Gummie by 													12700010006
																																																										0x374e4a05e665F25B6C996eC2EEAE05C792359821																										ffffff				https://niftygateway.com/#/								https://res.cloudinary.com/nifty-gateway/video/upload/v1614308074/AMatthew/JonBurgermanMarch4/Drawn1/Mushbloom_Pompom_a26wuu.mp4																																																																											Mushbloom Pompom #9/10																																																														https://res.cloudinary.com/nifty-gateway/video/upload/v1614308074/AMatthew/JonBurgermanMarch4/Drawn1/Mushbloom_Pompom_a26wuu.png							Mushbloom 													28100040009
																																																										0xb7dE2ea4b1692A957e9B8070765617DAA89fb5E9																																																																																																																																																																																																			0
																																																										0x141524Ba331Ea8f8856e39D8a24066dfFd811d9E																																																																																																																																																																																																			1
																																																value,trait_type										0xE3c7e06B1356660C82e968b0bCCD0C40eeE3844C																														https://www.degendinos.io																																																																																			#179																																																														https://gateway.pinata.cloud/ipfs/QmQar6uVHxTAjRGUzFTVXuHEHNjoG2HEUHccoen7tEH8WL																				179
																																			object													value,trait_type										0x501cD4C1ED58721A3C9C88eE1249a72058B79Cf1																																																																																																																	#0																																																														https://exponentials.art/i/0.png							Exponentia	Exponentials												0
